prescription,Denomination,simd_deprivation_group,Full Address,Latitude,Longitude,Date First Listed,practice_name,Other,Notes,Citation,-----> Repeated ,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Etta L. Staches,M. E. C. ,W. H. M. S. ,Chicago Illinois USA  ,41.8781136,-87.6297982,1897-1898,F," Matron, ""Elizabeth E. Marcy"" Industrial Home ",Miss Etta Stacks,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 15),AR 19 (p. 17),AR 20 (p. 18),AR 21 (p. 20),AR 22 (p. 22),,,,,,,
Miss Lucretia E. Hall,M. E. C. ,W. H. M. S. ,Chicago Illinois USA  ,41.8781136,-87.6297982,1897-1898,F,"Missionary, ""Elizabeth E. Marcy"" Industrial Home",,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 15),AR 19 (p. 17),,,,AR 23 (p. 20),,,,,,
Miss Isabel D. Wallace,M. E. C. ,W. H. M. S. ,Chicago Illinois USA  ,41.8781136,-87.6297982,1897-1898,F,"Deaconess, ""Elizabeth E. Marcy"" Industrial Home",,AR 17 (p. 14,,,,,,,,,,,,,,,,AR 18 (p. 15),,,,,,,,,,,
Rev. and Mrs. A. E. Murray,M. E. C. ,W. H. M. S. ,Pahwuska Oklahoma Territory USA  ,36.6678426,-96.3372309,1897-1898,M and F,"Superintendent, ""Adelaide Springer"" Mission, Missionaries",,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 15),AR 19 (p. 17),AR 20 (p. 18),AR 21 (p. 20),AR 22 (p. 22),AR 23 (p. 20),,,,,,
Rev. A. J. Simms,M. E. C. ,W. H. M. S. ,Ponca Oklahoma Territory USA  ,36.706981,-97.0855948,1897-1898,M,Missionary,,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 15),AR 19 (p. 17),AR 20 (p. 18),AR 21 (p. 20),AR 22 (p. 22),AR 23 (p. 20),AR 24 (p. 22),AR 25 (p. 21),AR 26 (p. 24),AR 27 (p. 27),AR 28 (p. 29),
Mrs. A. J. Simms,M. E. C. ,W. H. M. S. ,Ponca Oklahoma Territory USA  ,36.706981,-97.0855948,1897-1898,F,Missionary,,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 15),AR 19 (p. 17),AR 20 (p. 18),AR 21 (p. 20),,,,,,,,
Mrs Emily D. Miller ,M. E. C. ,W. H. M. S. ,Fort Simcoe Washington USA  ,46.3653302,-120.9443563,1897-1898,F,"M. D., Missionary",,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 15),AR 19 (p. 17),,,,,,,,,,
Miss Eliza Lamb Armour,M. E. C. ,W. H. M. S. ,Cantonment Oklahoma Territory USA  ,35.0077519,-97.092877,1897-1898,F,Field Matron,,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 15),,,,,,,,,,,
Miss Albertina Kullenberg,M. E. C. ,W. H. M. S. ,Salt Lake City Utah USA  ,40.7607793,-111.8910474,1897-1898,F,"Deaconess, ""Davis"" Deaconess Home",,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 16),AR 19 (p. 18),AR 20 (p. 20),,,,,,,,,
Miss Agnes Bulow,M. E. C. ,W. H. M. S. ,Ephraim Utah USA  ,39.3596841,-111.5863052,1897-1898,F,"Missionary, ""Palmer"" Home, Missionary ""Thompson"" Home, Missionary ""Palen"" Home",,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 16),AR 19 (p. 18),AR 20 (p. 20),AR 21 (p. 19),AR 22 (p. 22),AR 23 (p. 20),AR 24 (p. 22),AR 25 (p. 21),,,,
Miss Dora Jayne,M. E. C. ,W. H. M. S. ,Logan Utah USA  ,41.7369803,-111.8338359,1897-1898,F,"Missionary, ""Philadelphia"" Home, Missionary, ""Thompson"" Home Mt. Pleasant, Missionary, ""Palen"" Home Richfield",,AR 17 (p. 14),,,,,,,,,,,,,,,,AR 18 (p. 16),,AR 20 (p. 20),,AR 22 (p. 22),,,,,,,
Miss S. C. Simonson,M. E. C. ,W. H. M. S. ,Spring City Utah USA  ,39.482463,-111.4960236,1897-1898,F,"Teacher, ""Leech"" Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Hattie Henry Merrick,M. E. C. ,W. H. M. S. ,Moroni Utah USA  ,39.5249615,-111.5904725,1897-1898,F,Kindergartner and Missionary,,AR 17 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Emily Bartholomew,M. E. C. ,W. H. M. S. ,Albuquerque New Mexico USA  ,35.0843859,-106.650422,1897-1898,F,"Assistant Superintendent ""Harwood"" Industrial Home and School, Superintendent The Ebenezer Mitchell Home and School",,AR 17 (p. 15),,,,,,,,,,,,,,,,AR 18 (p. 15),AR 19 (p. 17),AR 20 (p. 19),AR 21 (p. 20),,,,AR 25 (p. 21),AR 26 (p. 23),AR 27 (p. 26),AR 28 (p. 29),AR 29 (p. 29)
Mrs. Albert Newhall nee Sowle,M. E. C. ,W. H. M. S. ,Unalaska Alaska USA  ,53.8725737,-166.5375512,1897-1898,F,"Matron, ""Jesse Lee"" Home",Mrs. A. W. Newhall,AR 17 (p. 15),,,,,,,,,,,,,,,,AR 18 (p. 15),AR 19 (p. 17),,,,,AR 24 (p. 22),,,,,
Rev. E. L. Watson,M. E. C. ,W. H. M. S. ,Washington District of Columbia USA  ,38.9071923,-77.0368707,1897-1898,M,"D. D., Assistant Superintendent""Lucy Webb Hayes"" National Training School and Deaconess Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Ida E. Miner,M. E. C. ,W. H. M. S. ,Washington District of Columbia USA  ,38.9071923,-77.0368707,1897-1898,F,"Deaconess, ""Lucy Webb Hayes"" National Training School and Deaconess Home, SUperintendent, Colorado Conference Deaconess Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,AR 18 (p. 15),AR 19 (p. 17),,AR 21 (p. 21),AR 22 (p. 23),,,,,,,
Miss Margaret S. Wilson,M. E. C. ,W. H. M. S. ,Washington District of Columbia USA  ,38.9071923,-77.0368707,1897-1898,F,"Teacher, ""Lucy Webb Hayes"" National Training School and Deaconess Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,AR 18 (p. 16),,,,,,,,,,,
Miss Cathcart ,M. E. C. ,W. H. M. S. ,Washington District of Columbia USA  ,38.9071923,-77.0368707,1897-1898,F,"Teacher, ""Lucy Webb Hayes"" National Training School and Deaconess Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Trennis,M. E. C. ,W. H. M. S. ,Washington District of Columbia USA  ,38.9071923,-77.0368707,1897-1898,F,"Teacher, ""Lucy Webb Hayes"" National Training School and Deaconess Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Mary E. Preston,M. E. C. ,W. H. M. S. ,Detroit Michigan USA  ,42.331427,-83.0457538,1897-1898,F,"Deaconess, Detroit Deaconess Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,AR 18 (p. 16),,,,,,,,,,,
Miss Matilda Reeves,M. E. C. ,W. H. M. S. ,Urbana Illinois USA  ,40.1105875,-88.2072697,1897-1898,F,"Deaconess, Kindergartner, ""Cunnigham"" Deaconess Home and Orphanage, Matron, Superintendent Farming",,AR 17 (p. 15),,,,,,,,,,,,,,,,AR 18 (p. 16),AR 19 (p. 18),AR 20 (p. 19),AR 21 (p. 21),,,,,,,,
Mrs. Louise Carver,M. E. C. ,W. H. M. S. ,San Francisco Carlifonia USA  ,37.7749295,-122.4194155,1897-1898,F,"Acting Superintendent Bible Training-school and Deaconess Home, Superintendent Bible training school",,AR 17 (p. 15),,,,,,,,,,,,,,,,AR 18 (p. 16),,,,,,,,,,,
Rev. J. N. Beard,M. E. C. ,W. H. M. S. ,San Francisco Carlifonia USA  ,37.7749295,-122.4194155,1897-1898,M,"D. D.,Dean Bible Training-school, Superintendent Los Angeles and Pasadena Deaconess Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,AR 18 (p. 16),AR 19 (p. 18),AR 20 (p. 19),AR 21 (p. 21),AR 22 (p. 23),,,,,,,
Miss Haeberlin,M. E. C. ,W. H. M. S. ,Los Angeles Carlifonia USA  ,34.0549076,-118.242643,1897-1898,F,"Deaconess, Los Angeles and Pasadena Deaconess Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Bisbee,M. E. C. ,W. H. M. S. ,Los Angeles Carlifonia USA  ,34.0549076,-118.242643,1897-1898,F,"Deaconess, Los Angeles and Pasadena Deaconess Home",,AR 17 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Mary A. Jones,M. E. C. ,W. H. M. S. ,Glens Falls New York USA  ,43.3095164,-73.6440058,1897-1898,F,Deaconess,,AR 17 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Elizabeth Larrish,M. E. C. ,W. H. M. S. ,Mt. Carmel Pennsylvannia USA  ,40.7970312,-76.4118961,1897-1898,F,"Deaconess, Superintendent Southwest Kansas Conference Deaconess Home Wichita, Kansas,  Superintendent Columbus Deaconess Home Columbus, Ohio",,AR 17 (p. 15),,,,,,,,,,,,,,,,AR 18 (p. 16),AR 19 (p. 18),AR 20 (p. 20),AR 21 (p. 21),AR 22 (p. 23),AR 23 (p. 21),AR 24 (p. 23),AR 25 (p. 23),AR 26 (p. 25),,,
Miss Lydia Beal,M. E. C. ,W. H. M. S. ,Wichita Kansas USA  ,37.6871761,-97.330053,1897-1898,F,Superintendent Wichita Deaconess Home,,AR 17 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Delma Lamb,M. E. C. ,W. H. M. S. ,Savannah Georgia USA  ,32.0808989,-81.091203,1898-1899,F,"Assistant, ""Haven"" Industrial Home and School",,AR 18 (p. 14),,,,,,,,,,,,,,,,,AR 19 (p. 16),AR 20 (p. 17),AR 21 (p. 18),,,AR 24 (p. 20),,,,,
Miss Mary Knight,M. E. C. ,W. H. M. S. ,Savannah Georgia USA  ,32.0808989,-81.091203,1898-1899,F,"Assistant, ""Mary Haven"" Industrial Home and School, Isle of Hope",,AR 18 (p. 14),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Dr. Penn,M. E. C. ,W. H. M. S. ,South Atlanta Georgia USA  ,33.7123595,-84.3844304,1898-1899,F,"Assistant, ""Thayer"" Industrial Home",,AR 18 (p. 14),,,,,,,,,,,,,,,,,AR 19 (p. 16),,,,,,,,,,
Mrs. Pearce,M. E. C. ,W. H. M. S. ,South Atlanta Georgia USA  ,33.7123595,-84.3844304,1898-1899,F,"Assistant, ""Thayer"" Industrial Home",,AR 18 (p. 14),,,,,,,,,,,,,,,,,AR 19 (p. 16),,,,,,,,,,
Mrs. Florence Jackson Gunn,M. E. C. ,W. H. M. S. ,Kinsely Alaska USA  ,63.588753,-154.4930619,1898-1899,F,"Superintendent ""Emeline S. Hamlen"" Industrial Home for Girls",,AR 18 (p. 14),,,,,,,,,,,,,,,,,AR 19 (p. 16),,AR 21 (p. 19),AR 22 (p. 21),,,,,,,
Miss Lena Jones,M. E. C. ,W. H. M. S. ,Jacksonville Florida USA  ,30.3321838,-81.655651,1898-1899,F,"Assistant, ""Boylan"" Industrial Home and School",,AR  18 (p. 14),,,,,,,,,,,,,,,,,AR 19 (p. 16),,,,,,,,,,
Miss Iona G. Marshall,M. E. C. ,W. H. M. S. ,Jacksonville Florida USA  ,30.3321838,-81.655651,1898-1899,F,"Missionary, ""Boylan"" Industrial Home and School",,AR 18 (p. 14),,,,,,,,,,,,,,,,,AR 19 (p. 16),,,,,,,,,,
Miss Frances Williams,M. E. C. ,W. H. M. S. ,Ocala Florida USA  ,29.1871986,-82.1400923,1898-1899,F,"Assistant, ""Emerson"" Industrial Home and School",,AR 18 (p. 14),,,,,,,,,,,,,,,,,AR 19 (p. 16),,,,,,,,,,
Mrs. WM. A. Davis,M. E. C. ,W. H. M. S. ,Clarkson Mississippi USA  ,33.6353968,-89.1495094,1898-1899,F,"Preceptress, ""Bennett"" Academy, Matron Cunningham Orphanage",,AR 18 (p. 14),,,,,,,,,,,,,,,,,AR 19 (p. 16),AR 20 (p. 18),,,,,AR 25 (p. 22),AR 26 (p. 24),AR 27 (p. 27),AR 28 (p. 30),
Miss Amy Sellers,M. E. C. ,W. H. M. S. ,New Orleans Louisiana USA  ,29.9510658,-90.0715323,1898-1899,F,"Missionary, Superintendent ""Allen"" Industrial Home",,AR 18 (p. 14),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Ella Darling,M. E. C. ,W. H. M. S. ,Tivoli New York USA  ,42.0584242,-73.9093003,1898-1899,F,"Art Teacher, ""Watts de Peyster"" Industrial Home and School, Kindergartner, ""Jesse Lee"" Industrial Home",Miss Ella A. Darling,AR 18 (p. 15),,,,,,,,,,,,,,,,,,AR 20 (p. 19),AR 21 (p. 20),AR 22 (p. 23),,,,,,,
Mrs. F. B. Howe,M. E. C. ,W. H. M. S. ,Cincinnati Ohio USA  ,39.1031182,-84.5120196,1898-1899,F,"Superintendent ""Glenn"" Industrial Home",,AR 18 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. A. M. Given,M. E. C. ,W. H. M. S. ,Cincinnati Ohio USA  ,39.1031182,-84.5120196,1898-1899,F,"Missionary, ""Glenn"" Industrial Home",,AR 18 (p. 15),,,,,,,,,,,,,,,,,AR 19 (p. 17),AR 20 (p. 18),AR 21 (p. 20),AR 22 (p. 22),AR 23 (p. 21),,AR 25 (p. 22),AR 26 (p. 24),AR 27 (p. 27),AR 28 (p. 30),
Miss Catherine Betty,M. E. C. ,W. H. M. S. ,Cincinnati Ohio USA  ,39.1031182,-84.5120196,1898-1899,F,"Kindergartner, ""Glenn"" Industrial Home, Missionary",Miss C. I. Betty,AR 18 (p. 15),,,,,,,,,,,,,,,,,,,,,,AR 24 (p. 21),,,,,
Miss Fanny E. Rykert,M. E. C. ,W. H. M. S. ,Jewett New Mexico USA  ,34.9727305,-105.0323635,1898-1899,F,"Missionary, Assistant in Farmington, New Mexico, Teacher",,AR 18 (p. 15),,,,,,,,,,,,,,,,,AR 19 (p. 17),AR 20 (p. 19),AR 21 (p. 20),AR 22 (p. 22),,AR 24 (p. 22),AR 25 (p. 21),AR 26 (p. 24),,,
Miss Josephine Corbin,M. E. C. ,W. H. M. S. ,New York New York USA  ,40.7127753,-74.0059728,1898-1899,F,"Superintendent, Immigrant Girl's Home",,AR 18 (p. 15),,,,,,,,,,,,,,,,,AR 19 (p. 17),AR 20 (p. 19),,,,,,,,,
Miss Jennie Hillman,M. E. C. ,W. H. M. S. ,Boston Massachusetts USA  ,42.3600825,-71.0588801,1898-1899,F,"Nurse Boston, ""Medical Mission""",,AR 18 (p. 15),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss M. M. Tomkinson,M. E. C. ,W. H. M. S. ,Washington District of Columbia USA  ,38.9071923,-77.0368707,1898-1899,F,"Preceptress, ""Lucy Webb Hayes"" National Training School a d Deaconess Home",,AR 18 (p. 15),,,,,,,,,,,,,,,,,AR 19 (p. 17),AR 20 (p. 19),AR 21 (p. 20),AR 22 (p. 23),,,,,,,
Miss Ellen F. Tomkinson,M. E. C. ,W. H. M. S. ,Washington District of Columbia USA  ,38.9071923,-77.0368707,1898-1899,F,"Assistant, ""Lucy Webb Hayes"" National Training-school and Deaconess Home",,AR 18 (p. 15),,,,,,,,,,,,,,,,,AR 19 (p. 17),AR 20 (p. 19),AR 21 (p. 20),AR 22 (p. 23),,,,,,,
Miss Sara J. Gaunt,M. E. C. ,W. H. M. S. ,West Detroit Michigan USA  ,42.3230467,-83.1489416,1898-1899,F,"Superintendent, Detroit Deaconess Home",,AR 18 (p. 16),,,,,,,,,,,,,,,,,AR 19 (p. 17),AR 20 (p. 19),AR 21 (p. 21),AR 22 (p. 23),AR 23 (p. 21),,,,,,
Mrs. H. Idah Benson,M. E. C. ,W. H. M. S. ,Des Moines Iowa USA  ,41.5868417,-93.6249522,1898-1899,F,"Superintendent, ""Bidwell"" Deaconess Home",,AR 18 (p. 16),,,,,,,,,,,,,,,,,AR 19 (p. 17),AR 20 (p. 19),AR 21 (p. 21),,,,AR 25 (p. 23),AR 26 (p. 25),,,
Miss Carrie B. Leighton,M. E. C. ,W. H. M. S. ,Des Moines Iowa USA  ,41.5868417,-93.6249522,1898-1899,F,"Assistant ""Bidwell"" Deaconess Home, Deaconess Teacher ""Cunningham"" Deaconess Home and Orphanage",,AR 18 (p. 16),,,,,,,,,,,,,,,,,AR 19 (p. 18),AR 20 (p. 19),,,,,,,,,
Miss Lydia Boal,M. E. C. ,W. H. M. S. ,Urbana Illinois USA  ,40.1105875,-88.2072697,1898-1899,F,"Matron ""Cunningham"" Deaconess Home and Orphanage",,AR 18 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Rose,M. E. C. ,W. H. M. S. ,Urbana Illinois USA  ,40.1105875,-88.2072697,1898-1899,M,"Superintendent Farming, ""Cunningham"" Deaconess Home and Orphanage",,AR 18 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Ira S. Sanders,M. E. C. ,W. H. M. S. ,Urbana Illinois USA  ,40.1105875,-88.2072697,1898-1899,F,"Conference Deaconess, ""Cunningham"" Deaconess Home and Orphanage",,AR 18 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Alice Neighbor,M. E. C. ,W. H. M. S. ,Salt Lake City Utah USA  ,40.7607793,-111.8910474,1898-1899,F,"Deaconess, ""Davis"" Deaconess Home",,AR 18 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss H. L. Barnett,M. E. C. ,W. H. M. S. ,Moroni Utah USA  ,39.5249615,-111.5904725,1898-1899,F,"Missionary, ""Gurley"" Home, Matron's Assistant, ""Jesse Lee"" Industrial Home",Miss Harriet L. Barnett,AR 18 (p. 16),,,,,,,,,,,,,,,,,AR 19 (p. 18),AR 20 (p. 19),AR 21 (p. 20),AR 22 (p. 23),AR 23 (p. 20),AR 24 (p. 22),,AR 26 (p. 24),AR 27 (p. 27),,
Miss Clara V. Potter,M. E. C. ,W. H. M. S. ,Los Angeles Carlifonia USA  ,34.0549076,-118.242643,1898-1899,F,Superintendent Southern Carlifornia Deaconess Home,,AR 18 (p. 16),,,,,,,,,,,,,,,,,AR 19 (p. 18),,,,,,,,,,
Miss Dorothy Graham,M. E. C. ,W. H. M. S. ,Rensselaer New York USA  ,42.6425794,-73.742898,1898-1899,F,"Superintendent Elizabeth W. Griffin Deaconess Home, Superintendent ""Holloway"" Deaconess Home",,AR 18 (p. 16),,,,,,,,,,,,,,,,,AR 19 (p. 18),,,,,,,,,,
Miss Mary Pegram,M. E. C. ,W. H. M. S. ,Kansas City Kansas USA  ,39.1155314,-94.6267873,1898-1899,F,"Superintendent ""Fisk"" Deaconess Home and Training-school",,AR 18 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Elizabeth T. McGinnes,M. E. C. ,W. H. M. S. ,Wheeling West Virginia USA  ,40.0639616,-80.7209149,1898-1899,F,Deaconess,, AR 18 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Martha Trenis,M. E. C. ,W. H. M. S. ,St. Paul Minnesota USA  ,44.9537029,-93.0899578,1898-1899,F,"Deaconess, Floating Bethel, Deaconess Las Vegas, New Mexico, Deaconess in Colorado",,AR 18 (p. 16),,,,,,,,,,,,,,,,,AR 19 (p. 18),AR 20 (p. 20),AR 21 (p. 21),AR 22 (p. 24),AR 23 (p. 21) ,AR 24 (p. 23),,,,,
Miss Woost,M. E. C. ,W. H. M. S. ,Glens Falls New York USA  ,43.3095164,-73.6440058,1898-1899,F,Deaconess,,AR 18 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Lan Yui,M. E. C. ,W. H. M. S. ,Los Angeles Carlifonia USA  ,34.0549076,-118.242643,1898-1899,F,Bible-reader,,AR 18 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. F. T. Davis,M. E. C. ,W. H. M. S. ,Los Angeles Carlifonia USA  ,34.0549076,-118.242643,1898-1899,F,Missionary,,AR 18 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,AR 26 (p. 25),,,
Miss Georgia Heard,M. E. C. ,W. H. M. S. ,Savannah Georgia USA  ,32.0808989,-81.091203,1899-1900,F,"""Haven"" Industrial Home and School, Assistant",Miss Georgia Heard,AR 19 (p. 16),,,,,,,,,,,,,,,,,,AR 20 (p. 17),AR 21 (p. 18),AR 22 (p. 21),AR 23 (p. 19),AR 24 (p. 20),AR 25 (p. 20),AR 26 (p. 23),AR 27 (p. 25),AR 28 (p. 28),AR 29 (p. 28)
Mrs. Emily Skillinger,M. E. C. ,W. H. M. S. ,Savannah Georgia USA  ,32.0808989,-81.091203,1899-1900,F,"Assistant, ""Mary Haven"" Industrial Home and School, Isle of Hope",,AR 19 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss May Troutner,M. E. C. ,W. H. M. S. ,Jacksonville Florida USA  ,30.3321838,-81.655651,1899-1900,F,"Missionary,""Boylan"" Industrial Home and School, Superintendent ""Mary Haven"" Industrial Home and School, Isle of Hope, Superintendent Speedwell Industrial Home",,AR 19 (p. 16),,,,,,,,,,,,,,,,,,AR 20 (p. 18),,AR 22 (p. 21),AR 23 (p. 19),,AR 25 (p. 20),AR 26 (p. 23),AR 27 (p. 25),AR 28 (p. 28),
Mrs. Rose Gamble,M. E. C. ,W. H. M. S. ,Ocala Florida USA  ,29.1871986,-82.1400923,1899-1900,F,"Missionary, ""Emerson"" Industrial Home and School, Teacher",,AR 19 (p. 16),,,,,,,,,,,,,,,,,,AR 20 (p. 18),,,,AR 24 (p. 21),AR 25 (p. 20),AR 26 (p. 23),,,
Miss Lou Johnson,M. E. C. ,W. H. M. S. ,Holly Springs Mississippi USA  ,34.7675967,-89.4486894,1899-1900,F,"Superintendent, ""E. L. Rust"" Industrial Home, Superintendent, ""New Jersey"" Industrial Home",Miss Louella Johnson,AR 19 (p. 16),,,,,,,,,,,,,,,,,,AR 20 (p. 18),AR 21 (p. 19),AR 22 (p. 21),AR 23 (p. 20),,AR 25 (p. 21),AR 26 (p. 23),AR 27 (p. 26),AR 28 (p. 28),AR 29 (p. 28)
Miss Nettie Kline,M. E. C. ,W. H. M. S. ,Holly Springs Mississippi USA  ,34.7675967,-89.4486894,1899-1900,F,"Assistant, ""E. L. Rust"" Industrial Home",,AR 19 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Cara E. Bing,M. E. C. ,W. H. M. S. ,Clarkson Mississippi USA  ,33.6353968,-89.1495094,1899-1900,F,"Superintendent, ""Bennett"" Industrial Home",,AR 19 (p. 16),,,,,,,,,,,,,,,,,,AR 20 (p. 18),AR 21 (p. 19),,,,,,,,
Miss Louise Ferrabee,M. E. C. ,W. H. M. S. ,Clarkson Mississippi USA  ,33.6353968,-89.1495094,1899-1900,F,"Sewing Teacher, ""Bennett"" Industrial Home",,AR 19 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,AR 29 (p. 28)
Miss Ella Becker,M. E. C. ,W. H. M. S. ,Clarkson Mississippi USA  ,33.6353968,-89.1495094,1899-1900,F,"Culinary Teacher, ""Bennett"" Industrial Home, Superintendent ""E. L. Rust Industrial Home",Miss M. Ella Becker,AR 19 (p. 16),,,,,,,,,,,,,,,,,,AR 20 (p. 18),AR 21 (p. 19),,AR 23 (p. 19),,AR 25 (p. 21),AR 26 (p. 23),AR 27 (p. 26),AR 28 (p. 28),AR 29 (p. 28)
Rev. D. C. Bettz,M. E. C. ,W. H. M. S. ,Clarkson Mississippi USA  ,33.6353968,-89.1495094,1899-1900,M,"Manager, ""Dickson"" Hall, Teacher",,AR 19 (p. 16),,,,,,,,,,,,,,,,,,AR 20 (p. 18),,,,,,,,,
Miss Henrietta A. Zimmer,M. E. C. ,W. H. M. S. ,New Orleans Louisiana USA  ,29.9510658,-90.0715323,1899-1900,F,"Missionary, Italian Work",,AR 19 (p. 16),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Greta Sacket,M. E. C. ,W. H. M. S. ,Ashville North Carolina USA  ,35.5950581,-82.5514869,1899-1900,F,"Teacher, ""Asheville"" Academy",,AR 19 (p. 16),,,,,,,,,,,,,,,,,,AR 20 (p. 18),,,,,,,,,
Mrs. H. Mower,M. E. C. ,W. H. M. S. ,Camden South Carolina USA  ,34.2465393,-80.6070237,1899-1900,F,"Assistant, ""Browning"" Industrial Home and School",Mrs. H. E. Mower,AR 19 (p. 16),,,,,,,,,,,,,,,,,,AR 20 (p. 18),AR 21 (p. 19),AR 22 (p. 21),AR 23 (p. 20),,,,,,
Miss Katherine Ashby,M. E. C. ,W. H. M. S. ,Tivoli New York USA  ,42.0584242,-73.9093003,1899-1900,F,"Primary and Kindergarten Teacher, ""Watts de Peyster"" Industrial Home and School for girls",,AR 19 (p. 17),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. S. Renaker,M. E. C. ,W. H. M. S. ,Cincinnati Ohio USA  ,39.1031182,-84.5120196,1899-1900,F,"Superintendent ""Glenn"" Industrial Home",,AR 19 (p. 17),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Bertha F. Muehler,M. E. C. ,W. H. M. S. ,Cincinnati Ohio USA  ,39.1031182,-84.5120196,1899-1900,F,"Kindergartner, ""Glenn"" Industrial Home",Miss Bertha Z. Muehler,AR 19 (p. 17),,,,,,,,,,,,,,,,,,AR 20 (p. 18),AR 21 (p. 20),,,,,,,,
Miss S. A. Taylor,M. E. C. ,W. H. M. S. ,York Nebraska USA  ,40.8673915,-97.5920867,1899-1900,F,"Assistant, ""Mothers' Jewels"" Home",,AR 19 (p. 17),,,,,,,,,,,,,,,,,,,,,,,,,,,
Rev L. Ewing,M. E. C. ,W. H. M. S. ,Ukiah Carlifonia USA  ,39.1501709,-123.2077831,1899-1900,M,Missionary,,AR 19 (p. 17),,,,,,,,,,,,,,,,,,AR 20 (p.19),AR 21 (p. 20),AR 22 (p. 22),AR 23 (p. 20),AR 24 (p. 22),,,,,
Miss Hannah Berkman,M. E. C. ,W. H. M. S. ,Lynden Washington USA  ,48.9428018,-122.4529469,1899-1900,F,"Teacher, ""Stickney"" Industrial Home and School",,AR 19 (p. 17),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Frances C. Hathaway,M. E. C. ,W. H. M. S. ,Las Vegas New Mexico USA  ,35.5942137,-105.2227978,1899-1900,F,"Visitor, Las Vegas Mission Home",,AR 19 (p. 17),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Mary E. Pearce,M. E. C. ,W. H. M. S. ,Las Vegas New Mexico USA  ,35.5942137,-105.2227978,1899-1900,F,"Industrial Teacher, Las Vegas Mission Home",,AR 19 (p. 17),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Pearl Garrett,M. E. C. ,W. H. M. S. ,Dulce  New Mexico USA  ,36.9336211,-106.9989265,1899-1900,F,"Teacher, Superintendent ",,AR 19 (p. 17),,,,,,,,,,,,,,,,,,,AR 21 (p. 20),,,,,,,,
Miss Editha Nichols,M. E. C. ,W. H. M. S. ,Albuquerque New Mexico USA  ,35.0843859,-106.650422,1899-1900,F,"Teacher, ""Harwood"" Industrial Home and School",,AR 19 (p. 17),,,,,,,,,,,,,,,,,,AR 20 (p. 19),,,,,,,,,
